Date and Time,Wind Speed,Wind Direction,Barometric Pressure,Ambient Humidity,Ambient Temperature,Solar Radiation,Rainfall,PM10 Concentration,PM25 Concentration,NO,NO2,NOX,SO2,CO,O3,PM10 AQI,PM25 AQI,NO2 Index,SO2 Index,CO Index,O3 Index,AQI Index
26/12/2024 13:00,1.6,142.8,1019.7,59.3,33.2,607.6,0,24,8.1,0,4.6,4.6,,0,0,22,34,4,,0,0,34
26/12/2024 12:00,2,97,1020.6,58.4,33,509.6,0,26.1,7.6,0.3,4.2,4.5,,0,0,24,31,4,,0,0,31
26/12/2024 11:00,1.7,107.1,1021,60.9,32.4,694.5,0,23.7,8.1,0.4,4,4.4,,0,0,22,33,4,,0,0,33
26/12/2024 10:00,1.4,147.1,1021.4,65.8,30.8,369.4,0,24.8,8.3,1,4.5,5.5,,0,0,23,34,4,,0,0,34
26/12/2024 09:00,1.5,139.7,1021.6,69.2,29.8,282,0,31.8,10.4,2.5,4.8,7.4,,0,0,29,42,4,,0,0,42
26/12/2024 08:00,1.5,122.6,1021.1,71.3,28.5,112.5,0,38.8,13.3,4.3,5.1,9.4,,0,0,36,52,5,,0,0,52
26/12/2024 07:00,0.9,115.1,1020.2,74.3,27.5,53.7,0,30.7,12.3,5.8,4.7,10.5,,0,0,28,48,4,,0,0,48
26/12/2024 06:00,1,135.2,1019.7,74.2,27.3,12.9,0,19.3,9.3,5.1,4.9,10,,0,0,18,38,5,,0,0,38
26/12/2024 05:00,1.2,129.9,1019.3,72.8,27.8,12.1,0,13.3,4.8,4.1,4,8.1,,0,0,12,20,4,,0,0,20
26/12/2024 04:00,1,143.3,1018.7,72.5,28.1,12.1,0,9.7,3.1,3.9,3.4,7.3,,0,0,9,12,3,,0,0,12
26/12/2024 03:00,0.9,148.2,1018.6,74.2,27.8,12.1,0,10,2.9,4.3,3.3,7.6,,0,0,9,12,3,,0,0,12
26/12/2024 02:00,1.4,133.3,1019.2,73.9,27.9,12.1,0,7.8,2.2,3.5,3.3,6.7,,0,0,7,9,3,,0,0,9
26/12/2024 01:00,1.3,149.8,1019.8,73.5,28,12.1,0,8.5,2.3,3.8,3.5,7.3,,0,0,8,9,3,,0,0,9
26/12/2024 00:00,1.3,154.4,1020.4,75.7,28.2,12.1,0,10.8,3.3,4.3,3,7.3,,0,0,10,14,3,,0,0,14
25/12/2024 23:00,1.3,149.8,1020.6,75.3,28.8,12.1,0,16.3,7,4.3,3.1,7.5,,0,0,15,29,3,,0,0,29
25/12/2024 22:00,1.1,131.5,1020.7,80.8,28.3,12.1,0,24.7,11.6,6.2,2.8,9.1,,0,0,23,45,3,,0,0,45
25/12/2024 21:00,0.7,150.8,1020.7,82.7,28.2,12.1,0,36.5,20.4,6.8,3.6,10.4,,0,0,34,69,3,,0,0,69
25/12/2024 20:00,0.8,171.6,1019.9,79.7,28.9,12.1,0,63,38.1,6.7,7.2,13.8,,0,0,54,108,7,,0,0,108
25/12/2024 19:00,0.9,219.4,1019.2,78.8,29.3,12.1,0,51.5,28.7,4.9,7.7,12.5,,0,0,46,87,7,,0,0,87
25/12/2024 18:00,1.3,246.6,1018.5,78.1,29.4,21.5,0,31.4,12.4,3.4,7.4,10.7,,0,0,29,49,7,,0,0,49
25/12/2024 17:00,0.8,224,1017.7,76,29.8,85.8,0,35,15.7,2.5,7.6,10,,0,0,32,58,7,,0,0,58
25/12/2024 16:00,1.6,210.7,1017.1,75.5,29.3,175.3,0.8,30.1,10.7,1,5.5,6.6,,0,0,28,44,5,,0,0,44
25/12/2024 15:00,3,299.2,1017.3,72.2,31.3,174.2,0,26.4,9,0.3,4.9,5.2,,0,0,24,37,5,,0,0,37
25/12/2024 14:00,1.3,138.7,1017.4,61.2,34.7,455.3,0,26.2,6.9,1.1,5.3,6.4,,0,0,24,28,5,,0,0,28
25/12/2024 13:00,1.5,139.6,1018.4,63.3,34.3,607.2,0,13.9,7.6,1.4,4.9,6.2,,0,0,13,31,4,,0,0,31
25/12/2024 12:00,1.9,132.9,1019.6,65.8,33.9,786.2,0,19.3,11.8,0.9,5,5.9,,0,0,18,47,5,,0,0,47
25/12/2024 11:00,2.2,119.7,1020.3,72.1,32.1,622.3,0,19,9.9,0.7,4.2,4.9,,0,0,18,41,4,,0,0,41
25/12/2024 10:00,2.1,118.4,1020.7,73.4,31.7,609.5,0,17.5,8.1,0.9,3.9,4.8,,0,0,16,33,4,,0,0,33
25/12/2024 09:00,2,115.6,1021,77.2,30.6,469.7,0,19.2,10,0.8,3.4,4.2,,0,0,18,41,3,,0,0,41
25/12/2024 08:00,2,109.5,1020.5,82.6,29.2,288,0,24.9,10.8,2,3.6,5.6,,0,0,23,44,3,,0,0,44
25/12/2024 07:00,1.4,107.2,1019.9,87.8,27.5,103,0,35.1,19,5.4,4,9.4,,0,0,32,65,4,,0,0,65
25/12/2024 06:00,0.9,127.8,1019.2,87.8,27.1,13.5,0,26.2,13,5.4,3.6,9,,0,0,24,50,3,,0,0,50
25/12/2024 05:00,0.7,156.1,1018.4,85.8,27.5,12.1,0,17.1,7.8,3.9,4,7.8,,0,0,16,32,4,,0,0,32
25/12/2024 04:00,0.9,253.7,1018.1,85,28,12.1,0,14.9,5,2.6,4.6,7.2,,0,0,14,21,4,,0,0,21
25/12/2024 03:00,1,284.7,1018,84.6,28,12.1,0,17.3,5.9,3.1,4.6,7.6,,0,0,16,24,4,,0,0,24
25/12/2024 02:00,0.9,267.2,1018.3,84.5,28.2,12.1,0,27.9,14.1,4.5,4.4,8.9,,0,0,26,50,4,,0,0,50
25/12/2024 01:00,0.8,199.8,1018.9,85.3,28.4,12.1,0,49.2,29.1,6.4,4.3,10.7,,0,0,45,87,4,,0,0,87
25/12/2024 00:00,0.6,169.2,1019.4,85.3,28.4,12.1,0,54.7,31.8,6.8,4,10.8,,0,0,49,93,4,,0,0,93
24/12/2024 23:00,0.6,197,1019.5,85,28.5,12.1,0,55.3,30.3,5.7,4.5,10.2,,0,0,50,89,4,,0,0,89
24/12/2024 22:00,0.7,181.4,1019.3,84.9,28.5,12.1,0,69.3,38.2,6.2,5.1,11.2,,0,0,58,108,5,,0,0,108
24/12/2024 21:00,0.8,134.2,1019.3,83.4,28.8,12.1,0,95.1,52.5,6.6,7.8,14.3,,0,0,71,138,7,,0,0,138
24/12/2024 20:00,0.7,261.7,1018.8,79.2,29.9,12.1,0,68.2,29.9,4.1,12.2,16.2,,0,0,57,88,11,,0,0,88
24/12/2024 19:00,1.2,320.2,1018.1,77.4,30.2,12.1,0,60.9,26.8,2.3,12,14.3,,0,0,54,82,11,,0,0,82
24/12/2024 18:00,1.5,315.2,1017.3,76.4,30.4,19.9,0,32.9,14.4,1.4,8.4,9.7,,0,0,30,55,8,,0,0,55
24/12/2024 17:00,1.8,303.5,1016.6,75.5,30.8,99.5,0,28.7,11.4,1,7.7,8.6,,0,0,27,47,7,,0,0,47
24/12/2024 16:00,2.1,297.4,1016.1,74.5,31,146.3,0,30,12.2,0.5,6.5,7,,0,0,28,47,6,,0,0,47
24/12/2024 15:00,1.8,271.4,1016.3,72.5,31.7,189.4,0,27,11.7,0.2,5.6,5.7,,0,0,25,48,5,,0,0,48
24/12/2024 14:00,1.3,119.7,1016.8,68.6,32.5,236,0,21.9,11.3,0.4,4.8,5.1,,0,0,20,47,4,,0,0,47
24/12/2024 13:00,1.6,131.3,1017.6,64.2,33.6,466.6,0,20.9,10.3,0.8,5.4,6.2,,0,0,19,43,5,,0,0,43
24/12/2024 12:00,1.7,142.3,1018.4,67.8,33.5,732,0,23.5,11.8,0.4,5.3,5.7,,0,0,22,49,5,,0,0,49
24/12/2024 11:00,1.6,138,1018.9,72.6,32,520.8,0,23.3,12.4,0.4,4.4,4.8,,0,0,22,51,4,,0,0,51
24/12/2024 10:00,1.9,130.9,1019.3,76,30.8,437,0,28.8,15.7,0.6,3.5,4.1,,0,0,27,59,3,,0,0,59
24/12/2024 09:00,1.5,128.5,1019.3,77,30.6,368.3,0,29.5,13.4,2.6,4,6.6,,0,0,27,54,4,,0,0,54
24/12/2024 08:00,1.3,116.6,1018.9,84.5,28.8,129.4,0,40.8,17.1,7,2.7,9.7,,0,0,38,62,2,,0,0,62
24/12/2024 07:00,1,117.7,1018.2,88.5,27.6,44.6,0,49.4,27.4,9.4,2.8,12.1,,0,0,45,83,3,,0,0,83
24/12/2024 06:00,1,100.8,1017.5,88.2,27.2,12.8,0,34.8,18,7.9,2.7,10.5,,0,0,32,63,2,,0,0,63
24/12/2024 05:00,0.7,117,1017,86.8,27.4,12.1,0,33.2,17.6,7.5,3.1,10.7,,0,0,31,62,3,,0,0,62
24/12/2024 04:00,0.7,141.2,1017,85,27.7,12.1,0,24.8,12,6.5,2.9,9.3,,0,0,23,46,3,,0,0,46
24/12/2024 03:00,0.7,236.9,1016.9,83.3,28.1,12.1,0,29.1,12.5,6.2,3.7,9.9,,0,0,27,50,3,,0,0,50
24/12/2024 02:00,0.5,171.1,1017.1,84.2,28,12.1,0,37.3,15.3,6.7,3.8,10.5,,0,0,35,58,4,,0,0,58
24/12/2024 01:00,0.6,186.9,1017.7,81.8,28.5,12.1,0,39.7,15.4,5.8,5.2,11,,0,0,37,58,5,,0,0,58
24/12/2024 00:00,0.9,236.3,1018.3,79.7,28.9,12.1,0,41.9,18.1,4.8,6.6,11.4,,0,0,39,64,6,,0,0,64
23/12/2024 23:00,0.6,207.4,1018.7,79.7,29,12.1,0,62.3,31.8,6.9,8,14.9,,0,0,54,92,7,,0,0,92
23/12/2024 22:00,0.9,230,1018.8,78.9,29.1,12.1,0,62.5,29.3,6,10,15.9,,0,0,54,87,9,,0,0,87
23/12/2024 21:00,1.1,268.8,1018.9,76.4,29.7,12.1,0,51.7,22.1,3.2,11.2,14.4,,0,0,47,72,10,,0,0,72
23/12/2024 20:00,1.2,317.9,1018.5,74.9,30.1,12.1,0,51.1,18,3.6,13.5,17,,0,0,45,63,12,,0,0,63
23/12/2024 19:00,1.2,309.4,1017.8,74.1,30.1,12.1,0,52.4,22.3,3.8,16.5,20.2,,0,0,46,73,15,,0,0,73
23/12/2024 18:00,1.6,305.8,1017,72.3,30.6,23.1,0,43.9,17.1,2,14,15.9,,0,0,41,60,13,,0,0,60
23/12/2024 17:00,2,297.6,1016.1,68.1,31.8,152.7,0,22.5,6,1,9.3,10.2,,0,0,21,25,9,,0,0,25
23/12/2024 16:00,2.3,304.5,1015.9,64.9,32.6,385.1,0,20.2,4.5,0.6,7.8,8.3,,0,0,19,18,7,,1,0,19
23/12/2024 15:00,2.3,297,1016.2,62.9,33.2,589.7,0,19.2,5.3,0.5,7.5,8,,0,0,18,22,7,,1,0,22
23/12/2024 14:00,2.1,280.4,1016.8,62.8,33.2,541.7,0,22.8,7.5,0.5,6,6.5,,0,0,21,31,6,,1,0,31
23/12/2024 13:00,1.4,141.9,1017.5,63.8,33.2,457.2,0,17.8,6.5,0.4,5.1,5.5,,0,0,16,27,5,,0,0,27
23/12/2024 12:00,2.1,114.3,1018.4,67.6,32.1,769.8,0,15,6,0.4,4.2,4.6,,0,0,14,25,4,,0,0,25
23/12/2024 11:00,2.6,112.7,1019.1,72.4,31,711.6,0,16.7,5.7,0.5,4,4.4,,0.1,0,15,24,4,,0,0,24
23/12/2024 10:00,2.4,124.3,1019.8,74.1,30.2,608.5,0,19.2,6.8,0.7,3.9,4.6,,0.2,0,18,28,4,,0,0,28
23/12/2024 09:00,2.5,114.6,1020.1,76.5,29.3,528.6,0,20,6.2,1,3.5,4.5,,0.1,0,19,26,3,,0,0,26
23/12/2024 08:00,2.4,105.6,1019.6,80.8,27.9,328.6,0,23.1,7.6,2.4,3.6,6,,0,0,21,31,3,,0,0,31
23/12/2024 07:00,1.5,110.8,1018.9,86.9,26.2,121.2,0,25.1,9.6,7.4,3.3,10.7,,0,0,23,40,3,,0,0,40
23/12/2024 06:00,1.1,124.2,1018.2,88.7,25.4,13.4,0,24.5,9,7.6,3.5,11,,0,0,23,37,3,,0,0,37
23/12/2024 05:00,1,132.5,1017.6,88.7,25.5,12.2,0,32,14.8,7.6,2.6,10.1,,0,0,30,54,2,,0,0,54
23/12/2024 04:00,1,132.2,1017.1,88,25.8,12.2,0,14.4,3.9,6.2,3.2,9.3,,0,0,13,16,3,,0,0,16
23/12/2024 03:00,1.1,113.7,1017.1,86.9,26.1,12.2,0,17.4,5.1,5.7,3.7,9.3,,0,0,16,21,3,,0,0,21
23/12/2024 02:00,0.9,78.4,1017.7,86.2,26.4,12.1,0,13.8,4.4,5.3,3.6,8.8,,0,0,13,18,3,,0,0,18
23/12/2024 01:00,0.9,107.2,1018.2,85.9,26.6,12.1,0,19.2,4.8,5.7,3.5,9.1,,0,0,18,20,3,,0,0,20
23/12/2024 00:00,0.8,164.2,1019,84.9,27.3,12.1,0,16.7,5.2,5,4,9,,0,0,15,21,4,,0,0,21
22/12/2024 23:00,1.1,145.1,1019.3,86.6,27.5,12.1,0,23.2,7.2,4.8,4.6,9.4,,0,0,21,30,4,,0,0,30
22/12/2024 22:00,1.6,79.7,1019.6,81.9,28.2,12.1,0.8,47.1,21.1,3,7.2,10.2,,0,0,43,70,7,,0,0,70
22/12/2024 21:00,1.5,148.2,1019.7,75,29.4,12.1,0,44,16.4,1.4,7.7,9.1,,0,0,41,59,7,,0,0,59
22/12/2024 20:00,1.8,240.6,1018.9,72.9,29.9,12.1,0,20.4,7.6,1.4,6.4,7.8,,0,0,19,31,6,,0,0,31
22/12/2024 19:00,2.7,290.4,1017.5,75,30.6,12.1,0,28.7,10.3,0.8,7,7.8,,0,0,26,43,6,,0,0,43
22/12/2024 18:00,2.8,303.5,1016.8,70,32,20.5,0,21.1,9.8,0.9,7,7.9,,0,0,20,40,6,,1,0,40
22/12/2024 17:00,3,304.8,1015.8,65.2,33.1,176.6,0,18.4,8.7,0.4,6.4,6.9,,0,0,17,36,6,,1,0,36
22/12/2024 16:00,3,316.6,1015.3,60,34.1,372.6,0,21.1,8.6,0.4,6.1,6.5,,0,0,20,36,6,,2,0,36
22/12/2024 15:00,2.4,299.2,1015.3,54.2,35.1,562.7,0,19,7.3,0.3,5.2,5.5,,0,0,18,30,5,,2,0,30
22/12/2024 14:00,1.7,282.7,1016,63.7,33.5,674.3,0,16,6.6,0.2,5.3,5.4,,0,0,15,27,5,,2,0,27
22/12/2024 13:00,1.9,194.2,1017.1,66.8,32.4,250.5,0.6,23.4,10.4,0.8,6.3,7.1,,0.1,0,22,43,6,,2,0,43
22/12/2024 12:00,2.1,114.8,1017.8,60.4,35.2,811.7,0,29.3,14.3,0.7,5.8,6.5,,0.1,0,27,55,5,,2,0,55
22/12/2024 11:00,1.8,134.9,1018.7,66.1,34.3,771.2,0,28.1,13.1,0.9,5.3,6.3,,0.2,0,26,53,5,,2,0,53
22/12/2024 10:00,1.8,137.1,1019.3,68.6,33.4,685,0,25.1,11.8,1.1,4.5,5.6,,0.4,0,23,49,4,,2,0,49
22/12/2024 09:00,1.5,134.5,1019.6,74.7,31.9,494.2,0,24.4,13.6,1.6,3.6,5.2,,0.5,0,23,54,3,,1,0,54
22/12/2024 08:00,1.7,116.9,1019.1,81.3,30,292.5,0,28.7,15,4.1,3.2,7.3,,0.1,0,27,57,3,,0,0,57
22/12/2024 07:00,0.9,140.7,1018.2,87.2,27.9,100.9,0,46,27.2,8.7,2.5,11.1,,0,0,42,83,2,,0,0,83
22/12/2024 06:00,0.8,136.9,1017.4,88.3,27.4,14,0,36.9,19.9,7.6,2,9.5,,0,0,34,67,2,,0,0,67
22/12/2024 05:00,0.8,147.6,1017.1,88.9,27.5,12.1,0,28.9,13.5,8.1,1.8,9.8,,0,0,27,54,2,,0,0,54
22/12/2024 04:00,0.8,145.5,1016.9,87.9,27.9,12.1,0,32.7,16.7,8.1,2.1,10.2,,0,0,30,61,2,,0,0,61
22/12/2024 03:00,0.6,184.6,1016.8,85.8,28.4,12.1,0,35.5,21.1,7.1,3.1,10.2,,0,0,33,70,3,,0,0,70
22/12/2024 02:00,0.8,193.9,1017.2,86.6,28.4,12.1,0,40.4,22.2,7.3,3.6,10.9,,0,0,37,72,3,,0,0,72
22/12/2024 01:00,0.7,171.3,1017.8,84.6,28.6,12.1,0,34.6,13.9,6.5,3.8,10.2,,0,0,32,54,4,,0,0,54
22/12/2024 00:00,0.8,221.6,1017.9,83.6,28.7,12.1,0,36.2,19.1,6.4,4.2,10.6,,0,0,33,65,4,,0,0,65
21/12/2024 23:00,0.7,238.7,1017.5,83.6,28.9,12.1,0,34.9,15,7.3,6.3,13.6,,0,0,32,56,6,,0,0,56
21/12/2024 22:00,1.1,233.8,1017.1,83.7,28.9,12.1,0,35.8,17.4,7,6.9,13.8,,0,0,33,62,6,,0,0,62
21/12/2024 21:00,0.9,210.2,1017.1,82.1,29.3,12.1,0,53.5,24.8,6.4,9.5,15.8,,0,0,48,78,9,,0,0,78
21/12/2024 20:00,1.1,303.4,1016.5,79.6,29.9,12.1,0,42.1,20.3,4.5,9.7,14.1,,0,0,39,68,9,,0,0,68
21/12/2024 19:00,1.3,314.1,1016,78.4,30.2,12.1,0,44.1,22.7,4.2,11,15.2,,0,0,41,73,10,,0,0,73
21/12/2024 18:00,1.6,315.4,1015.7,76.4,30.6,22.9,0,30.7,13.4,2.5,8.5,10.9,,0,0,28,50,8,,0,0,50
21/12/2024 17:00,2.3,310.9,1015.1,73,31.6,143.8,0,17.7,6.8,1,5.6,6.7,,0,0,16,28,5,,0,0,28
21/12/2024 16:00,1.9,287.3,1014.1,72.3,32.1,333.8,0,17.2,6.2,1.1,5.3,6.4,,0,0,16,26,5,,1,0,26
21/12/2024 15:00,1.6,247.4,1014.2,78,30.6,330.6,0,20.3,7.3,2.1,6.8,8.9,,0,0,19,30,6,,1,0,30
21/12/2024 14:00,2,219.2,1014.9,81.3,28.9,182.4,0.6,26.2,10.8,1.2,6.3,7.4,,0.1,0,24,44,6,,1,0,44
21/12/2024 13:00,2.1,179.6,1015.4,66.9,32.2,262,0,19.2,6.9,0.7,4.9,5.5,,0,0,18,29,4,,0,0,29
21/12/2024 12:00,2.1,123.3,1016.3,65.1,33.8,752.8,0,17.2,7.6,1.1,4.8,5.9,,0,0,16,31,4,,0,0,31
21/12/2024 11:00,2.2,124.5,1017.1,69.4,32.8,740.7,0,20,7.5,1,4.4,5.4,,0.1,0,18,31,4,,0,0,31
21/12/2024 10:00,1.6,130.5,1017.7,72.8,31.9,627.8,0,20.3,9,1.2,3.9,5.1,,0.2,0,19,37,4,,0,0,37
21/12/2024 09:00,1.4,142.6,1018.1,77.8,30.2,401.7,0,29,13.4,1.8,3.7,5.5,,0.1,0,27,53,3,,0,0,53
21/12/2024 08:00,1.5,131.9,1017.9,80.6,29.3,267,0,34.1,15.2,4.6,3.8,8.4,,0,0,32,57,4,,0,0,57
21/12/2024 07:00,1.3,123.5,1017.2,86.7,27.4,97.2,0,34.9,14.3,7.9,2.7,10.5,,0,0,32,55,2,,0,0,55
21/12/2024 06:00,1.4,102.2,1016.3,87.3,26.8,13.9,0,24.5,8.9,7.1,2.8,9.9,,0,0,23,37,3,,0,0,37
21/12/2024 05:00,1,135.4,1015.5,88.2,26.9,12.1,0,22.2,9.3,7.4,1.8,9.2,,0,0,20,38,2,,0,0,38
21/12/2024 04:00,1.2,95.2,1015.3,88.3,26.7,12.1,0,18.9,7.2,7.2,1.6,8.8,,0,0,17,30,1,,0,0,30
21/12/2024 03:00,0.9,102.4,1015.6,86.6,26.8,12.1,0,18.3,7.2,7,1.8,8.8,,0,0,17,30,2,,0,0,30
21/12/2024 02:00,0.8,104.6,1015.8,87.1,26.9,12.1,0,20.9,9.3,7.7,1.6,9.3,,0,0,19,39,2,,0,0,39
21/12/2024 01:00,0.7,140.5,1016.1,86.8,27.1,12.1,0,21.5,7.6,7.7,1.9,9.5,,0,0,20,32,2,,0,0,32
21/12/2024 00:00,0.6,161.8,1016.6,87,27.2,12.1,0,19.2,7.1,7.5,2,9.5,,0,0,18,29,2,,0,0,29
20/12/2024 23:00,1,123.3,1016.8,86.2,27.2,12.1,0,20.5,7.3,7.1,3.1,10.1,,0,0,19,30,3,,0,0,30
20/12/2024 22:00,1,91.2,1016.6,83.8,27.3,12.1,0,33,10.7,7,4.5,11.5,,0,0,30,43,4,,0,0,43
20/12/2024 21:00,0.8,120.3,1016.6,82.7,27.5,12.1,0,35.6,16.3,7.1,5.4,12.5,,0,0,33,60,5,,0,0,60
20/12/2024 20:00,0.7,162.6,1016.4,79.5,28.1,12.1,0,51,29.1,5.7,6.3,12,,0,0,47,87,6,,0,0,87
20/12/2024 19:00,1.5,97.7,1016,77.3,28.5,12.1,0,56.5,21.2,3,8.2,11.2,,0,0,51,70,8,,1,0,70
20/12/2024 18:00,1.9,234.3,1015,76.3,29.8,18,0,46.1,16.3,2.9,10,12.9,,0,0,42,59,9,,2,0,59
20/12/2024 17:00,2,306.5,1014,73.6,30.7,95.6,0,23.2,9.1,1.8,7.3,9.1,,0,0,21,38,7,,2,0,38
20/12/2024 16:00,1.7,282.1,1013.8,71.6,31.5,178.1,0,21,5.6,1.9,7,8.9,,0,0,19,23,6,,3,0,23
20/12/2024 15:00,1.9,266.9,1013.3,67.3,32.3,332.4,0,21.5,5.6,2.2,8.3,10.4,,0,0,20,23,8,,3,0,23
20/12/2024 14:00,1.9,204.5,1013.3,61.1,33.9,701.3,0,18.3,4.7,1.4,5.3,6.6,,0,0,17,19,5,,3,0,19
20/12/2024 13:00,1.8,136.5,1014.1,62.2,33.8,828.2,0,11,4.4,0.8,3.9,4.6,,0.2,0,10,18,4,,3,0,18
20/12/2024 12:00,1.9,138.2,1015.2,68.5,32.6,795.7,0,14.8,6.4,0.6,4.1,4.7,,0.3,0,14,26,4,,3,0,26
20/12/2024 11:00,2.3,117.9,1016.1,72.2,31.2,660.7,0,13.2,5.6,0.7,3.3,4,,0.5,0,12,23,3,,3,0,23
20/12/2024 10:00,2.1,126.5,1016.5,75.7,29.9,483.9,0,12.1,5.2,0.7,3,3.7,,0.6,0,11,21,3,,2,0,21
20/12/2024 09:00,2,131.2,1016.5,76.5,29.4,397,0,12.4,6.1,1.7,3.6,5.3,,0.5,0,11,25,3,,1,0,25
20/12/2024 08:00,1,152.2,1016.4,80.8,28.3,262.3,0,17.5,7.8,5.3,4.4,9.6,,0.1,0,16,32,4,,0,0,32
20/12/2024 07:00,1.1,140.3,1015.8,87.6,26.6,49.5,0,21.6,10.3,6.9,3.1,9.9,,0,0,20,41,3,,0,0,41
20/12/2024 06:00,1,138.9,1015.1,88.6,26.3,13.3,0,26,13.8,6.6,3.1,9.6,,0,0,24,51,3,,0,0,51
20/12/2024 05:00,0.9,148.5,1014.5,88.2,26.4,12.1,0,20.4,9,6,2.6,8.6,,0,0,19,37,2,,0,0,37
20/12/2024 04:00,1.1,134.9,1014.1,87.7,26.4,12.1,0,16.7,6.1,5.9,2.5,8.4,,0,0,15,25,2,,0,0,25
20/12/2024 03:00,0.9,145.3,1014.2,87.7,26.3,12.1,0,15.8,5.9,5.9,2.6,8.5,,0,0,15,24,2,,0,0,24
20/12/2024 02:00,1.1,144.3,1014.7,87.7,26.3,12.1,0.2,15,5.3,6,2.6,8.6,,0,0,14,22,2,,0,0,22
20/12/2024 01:00,1,140.6,1015.4,88.6,26.3,12.1,0,17.5,5,6.7,2.5,9.1,,0,0,16,21,2,,0,0,21
20/12/2024 00:00,0.9,142.2,1016.1,88.4,26.4,12.1,0,17.5,5.6,6.9,2.3,9.1,,0,0,16,23,2,,0,0,23
19/12/2024 23:00,1.1,132.7,1016.3,88.1,26.6,12.1,0,21,8.3,7.1,2.3,9.4,,0,0,19,35,2,,0,0,35
19/12/2024 22:00,1.1,121.7,1016.6,87.5,27.1,12.1,0.2,26.9,14.1,8.7,4.3,12.9,,0,0,25,55,4,,0,0,55
19/12/2024 21:00,1,105.7,1016.6,86.7,27.3,12.1,0,40.4,25.3,10.9,6.8,17.7,,0,0,37,79,6,,0,0,79
19/12/2024 20:00,0.6,148,1016.5,85.3,27.6,12.1,0,40.5,24.5,9.3,8.1,17.3,,0,0,37,77,7,,0,0,77
19/12/2024 19:00,0.9,79,1015.9,85.6,27.7,12.1,0,31.6,19.9,8.6,9.7,18.3,,0,0,29,67,9,,0,0,67
19/12/2024 18:00,1.1,92.5,1015.2,84.7,27.9,14.2,0.2,23.5,12,9.7,11.3,21,,0,0,22,50,10,,0,0,50
19/12/2024 17:00,1.1,306.5,1014.4,82.3,28.1,26.6,1.2,19.8,9.3,5.3,10.5,15.7,,0,0,18,38,10,,0,0,38
19/12/2024 16:00,2.3,333.6,1013.8,78.8,28.7,49.1,0.8,19.6,7.2,1.7,7.8,9.5,,0,0,18,30,7,,0,0,30
19/12/2024 15:00,2.9,315,1013.5,68,31.1,230.6,0,20.7,6.5,1.2,6.3,7.4,,0,0,19,26,6,,0,0,26
19/12/2024 14:00,2.5,284.4,1013.7,67.2,32.4,559.9,0,34.8,9.4,1,6.2,7.2,,0,0,32,34,6,,0,0,34
19/12/2024 13:00,2.2,272.9,1014.6,68.2,32,479.5,0,22,7.4,0.7,6.9,7.5,,0,0,20,31,6,,0,0,31
19/12/2024 12:00,1.5,200.4,1015.5,66.6,32.4,330.8,0,28.8,10.1,0.7,6.4,7,,0,0,27,41,6,,0,0,41
19/12/2024 11:00,1.7,131.2,1016.3,67.1,32.5,703.7,0,19,7.7,0.7,4.8,5.5,,0,0,18,32,4,,0,0,32
19/12/2024 10:00,1.6,140.9,1016.9,71.9,31,623.2,0,16.2,7.5,1.1,4.4,5.4,,0,0,15,31,4,,0,0,31
19/12/2024 09:00,2,124.6,1017.2,79.1,28.7,289.1,0,19.7,9.9,2,4,6,,0,0,18,41,4,,0,0,41
19/12/2024 08:00,1.8,121.9,1016.7,81.1,28,196.9,0,30.3,16.9,3.3,4.2,7.5,,0,0,28,61,4,,0,0,61
19/12/2024 07:00,1.9,111.3,1016.1,85.1,26.9,96.6,0,29.4,14.1,5.5,3.6,9,,0,0,27,55,3,,0,0,55
19/12/2024 06:00,2,114.1,1015.4,86.5,26.4,14.5,0,28.7,13.9,5.3,2.6,7.8,,0,0,27,55,2,,0,0,55
19/12/2024 05:00,1.5,118.1,1014.6,87.7,26.4,12.2,0,25.3,12.3,5.9,2.7,8.6,,0,0,23,50,3,,0,0,50
19/12/2024 04:00,1.6,90.1,1014.2,86.3,26.6,12.2,0,23,11.1,5.7,3,8.6,,0,0,21,46,3,,0,0,46
19/12/2024 03:00,1.1,122.8,1014.2,84.8,26.8,12.2,0,40.5,22.8,6.1,3,9.1,,0,0,37,74,3,,0,0,74
19/12/2024 02:00,0.8,142.8,1014.7,85.1,26.9,12.2,0,34.7,19.3,6.3,3.1,9.3,,0,0,32,66,3,,0,0,66
19/12/2024 01:00,0.9,123.3,1015.3,84.3,27.1,12.1,0,27.2,15.5,6.1,3.7,9.7,,0,0,25,57,3,,0,0,57
19/12/2024 00:00,0.9,131.2,1015.8,82.8,27.4,12.1,0,29.3,16.3,5.2,4.2,9.3,,0,0,27,59,4,,0,0,59
18/12/2024 23:00,1.4,117.6,1016.5,81.3,27.9,12.1,0,32.8,18.7,4.8,3.9,8.7,,0,0,30,65,4,,0,0,65
18/12/2024 22:00,1,150.4,1016.6,78.4,28.7,12.1,0,30.6,16.2,4,4.8,8.8,,0,0,28,60,4,,0,0,60
18/12/2024 21:00,0.7,138.3,1016.5,74.8,29.7,12.1,0,60.4,30.3,2.6,9.1,11.6,,0,0,53,89,8,,0,0,89
18/12/2024 20:00,0.9,190.8,1016,73.3,30.2,12.1,0,50.5,22,2,13,14.9,,0,0,46,72,12,,0,0,72
