Date and Time,Wind Speed,Wind Direction,Barometric Pressure,Ambient Humidity,Ambient Temperature,Solar Radiation,Rainfall,PM10 Concentration,PM25 Concentration,NO,NO2,NOX,SO2,CO,O3,PM10 AQI,PM25 AQI,NO2 Index,SO2 Index,CO Index,O3 Index,AQI Index
11/10/2024 17:00,2.5,305.6,1016.1,70.2,32,118.6,0,30.7,10.8,6.6,7.1,13.6,NULL,0,0,28,45,7,NULL,0,0,45
11/10/2024 16:00,2.4,301.9,1015.7,68,32.6,220,0,30.8,11.1,6.1,6.4,12.5,NULL,0,0,28,46,6,NULL,0,0,46
11/10/2024 15:00,2.6,288.7,1015.6,61.7,34,454.3,0,23.7,8.2,4.8,7.3,12.1,NULL,0,0,22,34,7,NULL,0,0,34
11/10/2024 14:00,2.7,279.1,1016.3,58.7,34.8,812,0,21.9,7.9,2.3,7,9.2,NULL,0,0,20,33,6,NULL,0,0,33
11/10/2024 13:00,1.9,212.2,1016.9,57.2,35.3,874.2,0,17.5,7.2,1.4,5.4,6.7,NULL,0,0,16,30,5,NULL,0,0,30
11/10/2024 12:00,2,121.4,1017.8,58.9,34.5,923.5,0,17,8.2,1.2,4.2,5.4,NULL,0,0,16,34,4,NULL,0,0,34
11/10/2024 11:00,2.1,125.2,1018.7,64,33.5,886.1,0,17,8.3,1.3,4,5.3,NULL,0,0,16,35,4,NULL,0,0,35
11/10/2024 10:00,2.3,125.5,1019.3,69.2,32.2,776.5,0,16.3,7.5,1.1,3.7,4.8,NULL,0,0,15,31,3,NULL,0,0,31
11/10/2024 09:00,2.1,126.5,1019.8,72.6,31.2,609.2,0,19.5,8.8,1.5,3.7,5.2,NULL,0,0,18,37,3,NULL,0,0,37
11/10/2024 08:00,1.9,120.5,1019.9,77.6,29.5,374.2,0,22.6,9.9,3.8,4,7.8,NULL,0,0,21,41,4,NULL,0,0,41
11/10/2024 07:00,2.2,99.5,1019.5,82.7,27.9,117.9,0,36.3,16.7,6.1,4,10,NULL,0,0,34,61,4,NULL,0,0,61
11/10/2024 06:00,1.4,120.6,1018.8,85.8,27,27.3,0,24.8,11.7,7.6,3.1,10.6,NULL,0,0,23,46,3,NULL,0,0,46
11/10/2024 05:00,1,128.9,1018.3,86,27,12.1,0,14.5,7.5,7,3.2,10.2,NULL,0,0,13,31,3,NULL,0,0,31
11/10/2024 04:00,0.8,131.5,1018,85,27,12.1,0,14.2,7,7.3,3,10.3,NULL,0,0,13,29,3,NULL,0,0,29
11/10/2024 03:00,1,123.7,1018.1,85.8,27,12.1,0,14.8,6.6,7.7,3.2,10.8,NULL,0,0,14,27,3,NULL,0,0,27
11/10/2024 02:00,0.9,118.8,1018.2,83.6,27.1,12.1,0,15.5,6.1,6.7,3.9,10.6,NULL,0,0,14,25,4,NULL,0,0,25
11/10/2024 01:00,0.8,176.4,1018.7,80.9,27.5,12.1,0,22.2,8.3,6.3,4.6,10.9,NULL,0,0,21,34,4,NULL,0,0,34
11/10/2024 00:00,0.8,202.1,1019.6,80.1,27.9,12.1,0,19.5,7,5.4,5.1,10.5,NULL,0,0,18,29,5,NULL,0,0,29
10/10/2024 23:00,0.8,145.9,1019.9,82.3,28.2,12.1,0,15.4,7.2,5.1,5,10.1,NULL,0,0,14,30,5,NULL,0,0,30
10/10/2024 22:00,1.6,130.5,1020.2,81.2,28.4,12.1,0,18.2,8.9,4.4,5.1,9.5,NULL,0,0,17,37,5,NULL,0,0,37
10/10/2024 21:00,1.6,111.5,1019.7,77.9,29,12.1,0,23.7,12.4,5.5,4.4,10,NULL,0,0,22,51,4,NULL,0,0,51
10/10/2024 20:00,1.1,137.4,1019.5,76.5,30.1,12.1,0,62,33.6,7.3,6.1,13.4,NULL,0,0,52,98,6,NULL,0,0,98
10/10/2024 19:00,1.3,252.1,1018.9,74,31.2,12.1,0,42.4,15.4,8.1,9.2,17.2,NULL,0,0,39,58,8,NULL,0,0,58
10/10/2024 18:00,1.8,296.3,1018.2,72.6,31.6,25.6,0,40,13.6,11.5,11,22.5,NULL,0,0,37,53,10,NULL,0,0,53
10/10/2024 17:00,2.7,293.4,1017.3,69.7,32.6,193.8,0,21.2,7.9,5.8,7.4,13.2,NULL,0,0,20,33,7,NULL,0,0,33
10/10/2024 16:00,2.6,304.6,1016.4,64,33.9,452.5,0,19.1,5.2,4.4,6.7,11,NULL,0,0,18,21,6,NULL,0,0,21
10/10/2024 15:00,2.6,286.8,1016.3,58.2,34.9,647.8,0,17.2,4.9,4.4,8.1,12.5,NULL,0,0,16,20,8,NULL,0,0,20
10/10/2024 14:00,2.6,292.5,1016.8,59.6,35.1,814.4,0,19.3,6.5,3.2,8.6,11.7,NULL,0,0,18,27,8,NULL,0,0,27
10/10/2024 13:00,2.1,205.5,1017.3,57.7,35.1,799.9,0,17.4,7.4,1.7,5.8,7.4,NULL,0,0,16,31,5,NULL,0,0,31
10/10/2024 12:00,1.8,120.8,1018.4,58,35.2,925.8,0,15.2,8.1,1.8,5,6.8,NULL,0,0,14,34,5,NULL,0,0,34
10/10/2024 11:00,1.9,115.7,1019.2,62.1,34.2,894.5,0,18.6,8.8,1.5,3.8,5.3,0.3,0,0,17,36,4,0,0,0,36
09/10/2024 13:00,2.4,285.2,1018.3,58,34.2,637.1,0,15.5,5.3,3,5.6,8.6,7.5,0,0,14,22,5,10,0,0,22
09/10/2024 12:00,1.7,137.7,1019.3,57.9,35,892.5,0,14.7,5.1,2.1,3.9,6.1,17.6,0,0,14,21,4,24,0,0,24
09/10/2024 11:00,2,106.5,1020.3,63.8,33.9,909.1,0,14.4,6.1,1.8,3.7,5.4,26.6,0,0,13,25,3,37,0,0,37
09/10/2024 10:00,2.2,106.5,1021.2,68.3,32.5,796.5,0,18.2,7.6,1.7,3.2,4.9,37.4,0,0,17,32,3,53,0,0,53
09/10/2024 09:00,1.7,125,1021.7,72.8,31.4,602.9,0,21.9,10.1,2.9,2.7,5.7,52.4,0,0,20,42,3,71,0,0,71
09/10/2024 08:00,1.5,120.7,1021.4,80.1,29.6,315.1,0,28.9,13,5.7,2.4,8.2,69,0,0,27,52,2,91,0,0,91
09/10/2024 07:00,1.6,95.6,1020.8,84.5,27.9,122.4,0,34.7,15.1,9.2,2.4,11.6,81.2,0,0,32,57,2,103,0,0,103
09/10/2024 06:00,0.9,94.9,1020.1,87.5,27.2,17.4,0,31.5,15.2,10.5,2.3,12.8,91.5,0,0,29,57,2,108,0,0,108
09/10/2024 05:00,0.6,137.8,1019.8,85.3,27.6,12.1,0,25.5,13.2,9,2.2,11.2,101.2,0,0,24,52,2,112,0,0,112
09/10/2024 04:00,0.7,190.2,1019.8,82.8,28,12.1,0,20.9,9.2,8.4,2.3,10.6,111.8,0,0,19,38,2,117,0,0,117
09/10/2024 03:00,0.6,222.5,1020,83.7,28.1,12.1,0,17.5,8.6,8.9,1.7,10.5,121,0,0,16,35,2,121,0,0,121
09/10/2024 02:00,0.7,195.9,1020.2,84.2,27.8,12.1,0,21,10,9.1,1.6,10.6,131.8,0,0,19,41,1,125,0,0,125
09/10/2024 01:00,0.6,182.8,1020.9,83.8,28.1,12.1,0,20.7,8.9,8.4,2,10.3,144.1,0,0,19,37,2,131,0,0,131
09/10/2024 00:00,0.6,114.4,1021.3,82,28.5,12.1,0,21.5,7.3,7.8,2.4,10.2,151.1,0,0,20,30,2,134,0,0,134
08/10/2024 23:00,0.8,133.4,1021.7,79.9,28.9,12.1,0,27.1,11.9,8.2,2.8,11,152,0,0,25,47,3,134,0,0,134
08/10/2024 22:00,0.9,130.2,1021.9,79.3,29.3,12.1,0,63.7,33.7,9.2,4.5,13.7,151.7,0,0,54,98,4,134,0,0,134
08/10/2024 21:00,0.8,125.8,1021.4,76.6,29.9,12.1,0,93.4,47.5,11.8,7.1,18.8,151.3,0,0,70,125,7,134,0,0,134
08/10/2024 20:00,0.7,240.2,1020.9,74.7,30.3,12.1,0,67.2,33.4,10,7.8,17.7,151,0,0,57,97,7,134,0,0,134
08/10/2024 19:00,1.1,276.2,1020,74.1,30.7,12.1,0,65.9,32.7,9.7,8.8,18.5,150.1,0,0,56,96,8,133,0,0,133
08/10/2024 18:00,1.7,296.3,1019,73.5,30.9,20.2,0,35.3,14.5,7.6,9.4,17,149.5,0,0,33,55,9,133,0,0,133
08/10/2024 17:00,2.4,301,1018.3,71.3,31.5,98.4,0,23.6,8.3,5.4,6.3,11.7,148.9,0,0,22,34,6,133,0,0,133
08/10/2024 16:00,2.5,288.9,1018,68.4,32.7,285.7,0,17.1,4.9,3.4,5.7,9.1,149.3,0,0,16,20,5,133,0,0,133
08/10/2024 15:00,3,280.3,1018.1,66.4,33.4,595.9,0,16.5,3.9,3.7,5.4,9.1,149.1,0,0,15,16,5,133,0,0,133
08/10/2024 14:00,3.2,294.8,1018.2,64.8,33.5,651.9,0,14,3.9,3,4.9,7.8,149.3,0,0,13,16,5,133,0,0,133
08/10/2024 13:00,2.6,287.9,1019.1,61.8,34.1,898.4,0,16.2,5.3,2.2,5.3,7.5,149,0,0,15,22,5,133,0,0,133
08/10/2024 12:00,2.1,283,1020,62.4,34,849,0,27.1,10.9,1.5,6.6,8,148.1,0,0,25,44,6,132,0,0,132
08/10/2024 11:00,1.5,217.2,1020.8,63.4,33.6,563.4,0,72.9,18.8,1.8,5.7,7.5,152.2,0,0,54,65,5,134,0,0,134
08/10/2024 10:00,1.7,111.3,1021.6,67.3,33.2,759.1,0,30.4,16,1.3,3.8,5,152.1,0,0,28,59,3,134,0,0,134
08/10/2024 09:00,1.9,120.2,1021.7,73,31.6,605.6,0,32.4,16.4,1.6,3.6,5.2,151.4,0,0,30,60,3,134,0,0,134
08/10/2024 08:00,2.2,110.5,1021.2,75.4,30.3,404.2,0,31.6,14.5,4.1,2.8,6.9,151,0,0,29,56,3,134,0,0,134
08/10/2024 07:00,1,121.3,1020.6,82.8,28.4,160.3,0,52.5,27.7,11.8,2.5,14.3,151,0,0,46,85,2,134,0,0,134
08/10/2024 06:00,0.6,155.9,1020,86.1,26.5,27.4,0,47.7,26.5,11.6,2,13.6,151.7,0,0,42,82,2,134,0,0,134
08/10/2024 05:00,0.6,196.5,1019.6,85.1,26.7,12.1,0,30.3,12.7,10.4,1.4,11.8,152.2,0,0,28,50,1,134,0,0,134
08/10/2024 04:00,0.5,147.3,1019.6,85.7,26.9,12.1,0,28.1,13.1,10,1.3,11.2,152.4,0,0,26,53,1,134,0,0,134
08/10/2024 03:00,0.6,213.1,1019.9,84.8,27.2,12.1,0,24.4,12.1,9.4,1.5,10.9,153,0,0,23,49,1,135,0,0,135
08/10/2024 02:00,0.6,199.6,1020.3,83.4,27.5,12.1,0,28.8,15.5,9.6,2,11.6,153.2,0,0,27,58,2,135,0,0,135
08/10/2024 01:00,0.6,138.8,1020.5,82.2,27.6,12.1,0,34.9,18.4,9.2,2.4,11.6,154,0,0,32,64,2,135,0,0,135
08/10/2024 00:00,0.7,248.3,1021.1,77.4,28.5,12.1,0,41.7,24.2,8.6,3.6,12.1,154,0,0,38,77,3,135,0,0,135
07/10/2024 23:00,0.8,202.1,1021.8,78.2,28.6,12.1,0,55.6,26.4,9.7,4.8,14.5,155,0,0,49,81,4,135,0,0,135
07/10/2024 22:00,0.8,262,1022.1,76.4,29.3,12.1,0,55.9,28.2,8.8,6.4,15.1,155.4,0,0,49,85,6,136,0,0,136
07/10/2024 21:00,0.9,290.1,1021.5,76,29.9,12.1,0,51.8,20.1,10.2,8.8,18.9,156.5,0,0,46,68,8,136,0,0,136
07/10/2024 20:00,0.9,297.1,1020.8,75.3,30.2,12.1,0,39.6,17.7,6.8,8.4,15.2,157.1,0,0,36,63,8,136,0,0,136
07/10/2024 19:00,1.5,305,1019.8,74.3,30.6,12.1,0,37.2,17.5,6.1,8.7,14.8,157.8,0,0,34,62,8,137,0,0,137
07/10/2024 18:00,2.2,304.3,1019.2,72.6,31.2,28,0,43.8,19.6,6.2,9.2,15.4,159.5,0,0,40,67,9,137,0,0,137
07/10/2024 17:00,2.9,301.7,1018.3,69.2,32.1,161.9,0,22.9,7,4,6.9,10.8,161.1,0,0,21,29,6,138,0,0,138
07/10/2024 16:00,2.6,297.9,1017.8,67.3,32.7,255.3,0,23.1,5.5,4.3,6.1,10.4,164.3,0,0,21,22,6,140,0,0,140
07/10/2024 15:00,2.7,286,1018,62.9,33.3,433.2,0,21.8,5.3,3,5.2,8.2,168.3,0,0,20,22,5,141,0,0,141
07/10/2024 14:00,2.8,277.8,1018.3,61.3,34.2,811.2,0,22.6,5.2,2.6,5.1,7.7,176.8,0,0,21,21,5,145,0,0,145
07/10/2024 13:00,2.5,269.7,1019.1,61,34,793.9,0,29.4,8.4,1.4,5.7,7.1,199.9,0,0,26,34,5,156,0,0,156
07/10/2024 12:00,1.8,133.9,1020,58.9,34.4,826.7,-71.2,17,7.1,3.4,3,6.3,371.3,0,0,16,29,3,301,0,0,301
07/10/2024 11:00,2.2,107.4,1021.1,64.3,33.3,893,0,18.6,8.6,1.2,3.4,4.6,170.8,0,0,17,36,3,142,0,0,142
07/10/2024 10:00,2.4,118,1021.8,70.7,32.1,774.9,0,21.3,10.5,1.1,3.4,4.5,171,0,0,20,43,3,142,0,0,142
07/10/2024 09:00,2.5,117.1,1021.9,73.7,30.8,619.9,0,23.8,11.3,2,3,4.9,170.4,0,0,22,47,3,142,0,0,142
07/10/2024 08:00,2,125.2,1021.5,76.8,29.6,405,0,23,11.4,4.1,2,6.1,169.3,0,0,21,47,2,142,0,0,142
07/10/2024 07:00,1.5,120.1,1020.7,85,28,177.6,0,39.9,17.1,10.1,1.5,11.6,169.5,0,0,37,62,1,142,0,0,142
07/10/2024 06:00,1.3,106.9,1019.7,87.9,26.5,24.5,0,38,19.7,10.2,1.4,11.6,169.3,0,0,35,67,1,142,0,0,142
07/10/2024 05:00,1.3,104.1,1019,87.4,26.6,12.1,0,26,13.2,8.6,1,9.6,169.6,0,0,24,53,1,142,0,0,142
07/10/2024 04:00,0.9,124.8,1019,88.2,27.1,12.1,0,21.6,10.1,9.6,0.8,10.4,171.2,0,0,20,42,1,143,0,0,143
07/10/2024 03:00,0.5,166.9,1019.1,87.7,27.3,12.1,0,26,12.8,10.3,1,11.2,172.1,0,0,24,51,1,143,0,0,143
07/10/2024 02:00,0.5,165.1,1019.5,86.6,27.6,12.1,0,35.3,18.8,10.1,1.2,11.3,171.5,0,0,33,65,1,143,0,0,143
07/10/2024 01:00,0.5,155.6,1019.8,86,27.9,12.1,0,27.4,15.9,8.9,1.6,10.4,173.1,0,0,25,59,1,143,0,0,143
07/10/2024 00:00,0.7,91,1020.1,84.7,28.2,12.1,0,42.2,22.8,9.9,2.7,12.6,174.2,0,0,39,74,3,144,0,0,144
06/10/2024 23:00,0.6,131.8,1020.5,82.8,28.4,12.1,0,64.5,33.9,10.2,3.3,13.4,174.9,0,0,55,98,3,144,0,0,144
06/10/2024 22:00,0.8,224.2,1020.2,78.8,29,12.1,0,35.7,18.8,8.7,3.8,12.5,175,0,0,33,65,4,144,0,0,144
06/10/2024 21:00,1,227.9,1020.1,77.8,29.5,12.1,0,58.9,25.5,9.4,5.5,14.9,175.2,0,0,52,79,5,144,0,0,144
06/10/2024 20:00,1,244.9,1019.5,76.1,30.2,12.1,0,42.7,19.8,7.8,6.5,14.2,175.1,0,0,38,67,6,144,0,0,144
06/10/2024 19:00,1.4,300.7,1018.7,74.9,30.6,12.1,0,41.2,21.8,7.9,6.4,14.3,175.6,0,0,38,71,6,144,0,0,144
06/10/2024 18:00,1.8,303,1017.8,73.5,31,28.3,0,30.3,12.4,5.8,5.1,10.9,175.2,0,0,28,48,5,144,0,0,144
06/10/2024 17:00,2.4,294.7,1017.3,69.5,32,175.7,0,18.5,7.4,3.8,3.7,7.5,175,0,0,17,30,3,144,0,0,144
06/10/2024 16:00,2.8,304.7,1016.7,68.2,32.6,392.3,0,16.6,7,3.2,3.7,6.9,174.8,0,0,15,29,3,144,0,0,144
06/10/2024 15:00,3.4,303.4,1016.9,65.3,33,539.9,0,14.3,4.5,2.6,3.2,5.8,176,0,0,13,18,3,145,0,0,145
06/10/2024 14:00,3.3,301.7,1017.6,62.1,33.6,802.6,0,14.7,4.7,2.7,3.3,6,176.6,0,0,14,20,3,145,0,0,145
06/10/2024 13:00,2.6,292.7,1018.4,61.5,33.9,946.4,0,14.1,4.4,2.7,3.5,6.1,175.8,0,0,13,18,3,145,0,0,145
06/10/2024 12:00,2.2,286.6,1019.4,61.8,33.7,951,0,17.9,6.9,1.5,3.7,5.2,173.3,0,0,17,29,3,143,0,0,143
06/10/2024 11:00,1.4,109.9,1020.3,68.3,32.6,564,0,19.4,9.1,1.2,3.2,4.4,173.3,0,0,18,38,3,143,0,0,143
06/10/2024 10:00,1.7,115.8,1020.9,72.7,31.7,662.3,0,17.9,9.3,1.4,2.7,4.1,171.9,0,0,17,39,3,143,0,0,143
06/10/2024 09:00,1.9,111.2,1020.9,74.4,30.7,543.1,0,19.3,8.5,1.8,2.5,4.3,170.8,0.1,0,18,35,2,142,0,0,142
06/10/2024 08:00,1.6,119.5,1020.5,78.8,29.3,352.1,0,22.3,10.3,4.7,2,6.7,169.7,0,0,21,43,2,142,0,0,142
06/10/2024 07:00,1.2,92.4,1019.8,87,27.2,137.7,0,32.4,14,8.9,1.8,10.7,170.9,0,0,30,55,2,142,0,0,142
06/10/2024 06:00,1.3,95.8,1019.2,88.9,26.4,21.4,0,24.7,10.4,7.8,1.8,9.6,170.1,0,0,23,42,2,142,0,0,142
06/10/2024 05:00,1.2,91.4,1018.8,88.8,26.5,12.1,0,19.6,7.6,7.9,1.7,9.6,169.2,0,0,18,31,2,142,0,0,142
06/10/2024 04:00,1.2,99.3,1018.9,87.7,26.8,12.1,0,15.7,7,7.6,1.8,9.4,168.7,0,0,14,29,2,141,0,0,141
06/10/2024 03:00,1.2,103.5,1018.9,87.2,26.9,12.1,0,17.5,8.6,7.5,1.7,9.2,167.2,0,0,16,36,2,141,0,0,141
06/10/2024 02:00,0.9,114.7,1019.3,86.5,27,12.1,0,16.7,8.6,8.1,1.9,10,166.9,0,0,15,35,2,141,0,0,141
06/10/2024 01:00,0.8,129,1019.6,85.4,27.4,12.1,0,19.6,9,8.2,2.1,10.2,166,0,0,18,37,2,140,0,0,140
06/10/2024 00:00,0.8,134.9,1019.9,83.8,28.1,12.1,0,43.4,19.7,11.3,3.6,14.8,165,0,0,39,66,3,140,0,0,140
05/10/2024 23:00,0.6,156.6,1019.8,81.7,28.5,12.1,0,71.5,29.4,12.1,5.2,17.2,165,0,0,59,87,5,140,0,0,140
05/10/2024 22:00,0.8,256.1,1019.4,78.3,29.1,12.1,0,46,21.9,10.5,6,16.4,163.6,0,0,42,72,6,139,0,0,139
05/10/2024 21:00,0.7,236.6,1019.3,78.2,29.2,12.1,0,45.8,22.9,8.8,4.8,13.6,162.9,0,0,42,74,4,139,0,0,139
05/10/2024 20:00,0.7,197,1019,76.9,29.8,12.1,0,55.1,26.1,8.3,6.7,14.9,162.2,0,0,47,81,6,139,0,0,139
05/10/2024 19:00,1.3,283.5,1018.3,75.2,30.4,12.1,0,34,15.4,6.6,6.8,13.4,161.4,0,0,31,58,6,138,0,0,138
05/10/2024 18:00,2.4,297.8,1017.2,73.9,30.8,28.4,0,28.7,13.2,4.4,5.5,9.9,160.5,0,0,26,51,5,138,0,0,138
05/10/2024 17:00,2.7,303.2,1016.4,71.4,32,216.5,0,21.5,6.1,3.6,4.6,8.1,160,0,0,20,25,4,138,1,0,138
05/10/2024 16:00,2.6,303.3,1016,69.7,32.7,443.8,0,16.1,4.3,3,3.9,6.9,159.3,0,0,15,18,4,137,2,0,137
05/10/2024 15:00,3,298.9,1016.1,66.8,33,605.1,0,13.3,3.8,2.4,3.8,6.1,158.6,0,0,12,16,3,137,2,0,137
05/10/2024 14:00,3,296.1,1016.6,64.2,33.2,788.3,0,10.6,3.5,2,3.3,5.3,157.7,0,0,10,14,3,137,2,0,137
05/10/2024 13:00,2.5,280.7,1017.6,63.3,33.5,835.4,0,11.2,3.8,1.8,3.4,5.2,157,0,0,10,16,3,136,2,0,136
05/10/2024 12:00,2.2,292.2,1018.4,64.8,33.3,880.4,0,14.5,4.1,1.9,3.6,5.5,155.9,0,0,13,17,3,136,2,0,136
05/10/2024 11:00,2,278.1,1019.3,65.4,33,700.2,0,17.9,4.6,1.2,3.8,5.1,154.5,0.2,0,17,19,4,135,2,0,135
05/10/2024 10:00,1.2,188.5,1019.8,67.1,32.4,509.2,0,23.5,7.4,0.9,4.5,5.4,154.2,0.4,0,22,31,4,135,2,0,135
05/10/2024 09:00,1.6,93,1020.1,73,31.7,552.6,0,23.8,7.5,2,3.7,5.7,153.5,0.4,0,22,31,3,135,1,0,135
05/10/2024 08:00,1.3,96.9,1019.7,79,30.1,400.5,0,32.3,12.8,5.3,3.4,8.7,152,0.2,0,30,51,3,134,0,0,134
05/10/2024 07:00,0.7,110.8,1019,85.6,27.8,169.5,0,57.2,30.5,15.3,3,18.2,153,0,0,49,91,3,135,0,0,135
05/10/2024 06:00,0.4,169.3,1018.2,88.4,26.4,23.8,0,54.2,25.9,16.5,1.4,17.9,152.3,0,0,49,80,1,134,0,0,134
05/10/2024 05:00,0.5,214.1,1017.9,87.5,26.6,12.1,0,27.2,13.5,16.8,1.8,18.6,151.9,0,0,25,53,2,134,0,0,134
05/10/2024 04:00,0.5,152.2,1017.9,87.3,26.8,12.1,0,34.4,14.9,10.8,1.5,12.2,150.8,0,0,32,57,1,134,0,0,134
05/10/2024 03:00,0.5,225.9,1018.1,86.8,27.1,12.1,0,26.5,12.4,9,1.7,10.7,149.9,0,0,24,51,2,133,0,0,133
05/10/2024 02:00,0.6,95.9,1018.6,85.7,27.3,12.1,0,26.8,14.1,9.2,2.2,11.4,149.4,0,0,25,55,2,133,0,0,133
05/10/2024 01:00,0.5,148.5,1019.2,84.5,27.6,12.1,0,25,13.4,8.5,2.7,11.2,148.4,0,0,23,54,3,133,0,0,133
05/10/2024 00:00,0.7,118.8,1019.8,83.8,27.9,12.1,0,33.8,14.3,9.8,4.1,13.9,148.4,0,0,31,56,4,133,0,0,133
04/10/2024 23:00,0.7,220.9,1020.2,80.9,28.4,12.1,0,38.7,17.6,9.4,5,14.4,147.5,0,0,36,62,5,132,0,0,132
04/10/2024 22:00,0.8,241.1,1019.6,80.1,28.5,12.1,0,43.3,19.5,8.9,5.8,14.7,147,0,0,40,67,5,132,0,0,132
04/10/2024 21:00,1.1,234,1019.2,79.2,28.7,12.1,0,53.3,22.1,8,5.9,13.9,147,0,0,47,72,5,132,0,0,132
04/10/2024 20:00,1.1,261.7,1018.4,78,29.3,12.1,0,41.5,15.7,7.4,7.3,14.7,146,0,0,38,55,7,132,1,0,132
04/10/2024 19:00,1.5,308.4,1018,77,29.7,12.1,0,26.2,9.5,7.4,7.8,15.1,146,0,0,24,39,7,132,2,0,132
04/10/2024 18:00,2,307.9,1017.6,76,30,20.5,0,24.5,9.9,6.2,7.7,13.9,144.8,0,0,23,41,7,131,3,0,131
04/10/2024 17:00,2.3,299.1,1017.1,74.3,30.7,104.5,0,18.2,5.1,5.4,6.8,12.2,145,0,0,17,21,6,131,4,0,131
04/10/2024 16:00,2.3,295.5,1016.5,72.9,31.1,172.8,0,15.5,3.7,4.3,6.2,10.4,143.7,0,0,14,15,6,131,5,0,131
04/10/2024 15:00,2.5,284.5,1016.7,69.3,32,390.6,0,13,3.2,2.8,5.4,8.2,143.3,0,0,12,13,5,130,5,0,130
04/10/2024 14:00,2.7,279.6,1017.3,64.9,33.2,787.7,0,12.9,3.3,2.1,5.1,7.2,143.2,0.1,0,12,14,5,130,5,0,130
04/10/2024 13:00,2.1,285,1018,64.4,33.3,849.9,0,11.2,3.9,1.3,4.4,5.7,141.7,0.4,0,10,16,4,130,5,0,130
04/10/2024 12:00,1.4,189.6,1019.1,65.2,33,700.8,0,12.7,4.1,1.2,3.4,4.6,140.8,0.5,0,12,17,3,129,5,0,129
04/10/2024 11:00,1.9,97.9,1020.1,70,31.9,873.6,0,14.7,3.8,1.5,3.2,4.8,140.4,0.7,0,14,16,3,129,4,0,129
04/10/2024 10:00,1.9,111.7,1020.8,73.3,30.9,748.2,0,10.7,3.8,1.9,3.2,5.1,139.5,0.7,0,10,16,3,129,3,0,129
04/10/2024 09:00,2.1,116.2,1024.6,77.9,29.5,517.6,0,12,4.8,2.9,2.8,5.7,138.7,0.7,0,11,20,3,128,2,0,128
04/10/2024 08:00,1.5,130.8,1024.3,81.1,28.4,262.9,0,13.5,5.3,4.3,2.8,7.1,138.2,0.6,0,12,22,3,128,1,0,128
04/10/2024 07:00,0.9,129.3,1024,85.7,27.3,143.5,0,18.6,8.3,7.8,2.8,10.5,138,0.1,0,17,34,3,128,0,0,128
04/10/2024 06:00,1.1,113.5,1020.2,88.2,26.3,19.8,0,17.2,6.5,7.5,2.8,10.3,137.7,0,0,16,27,3,128,0,0,128
04/10/2024 05:00,0.8,133.5,1019.7,88.7,26.2,12.1,0,12.7,4.3,7.6,2.4,10,136.9,0,0,12,18,2,128,0,0,128
04/10/2024 04:00,1,129.9,1019.6,88.4,26.1,12.1,0,10.9,3.2,7,2.3,9.3,136,0,0,10,13,2,127,0,0,127
04/10/2024 03:00,1.1,106,1019.6,89,26.1,12.1,0,11.5,3,7.3,2.2,9.5,135.3,0,0,11,12,2,127,0,0,127
04/10/2024 02:00,0.6,162,1020.6,89.4,26.2,12.1,0,9.2,3.2,7.6,2.4,10,134.4,0,0,8,13,2,127,0,0,127
04/10/2024 01:00,0.7,166.1,1021.1,89.2,26.2,12.1,0,9.1,3.2,7.7,2.7,10.3,134,0,0,8,13,3,126,0,0,126
04/10/2024 00:00,0.9,180.3,1020.1,87.3,26.2,12.1,0.8,11,3.3,6.8,3.1,9.9,133.3,0,0,10,13,3,126,0,0,126
03/10/2024 23:00,1.3,135.1,1020.9,80.8,27.9,12.1,6.6,16.3,5.1,5.3,4.2,9.5,132.5,0,0,15,21,4,126,0,0,126
03/10/2024 22:00,1.1,124.3,1020.7,78.5,29.2,12.1,0,40.4,14.6,8,6.4,14.4,132.3,0,0,37,54,6,126,0,0,126
03/10/2024 21:00,0.7,244.2,1020.3,77.6,29.5,12.1,0,36.6,12.9,8.1,7.8,15.8,131.5,0,0,34,52,7,125,1,0,125
03/10/2024 20:00,1,281.6,1019.4,76.3,29.8,12.1,0,26.3,9.1,7,7.8,14.8,131.3,0,0,24,38,7,125,2,0,125
03/10/2024 19:00,1.8,292.1,1018.5,75.4,30.1,12.1,0,23.4,9.7,6.7,7.9,14.6,131,0,0,22,40,7,125,3,0,125
03/10/2024 18:00,2.4,304.9,1017.4,73.8,30.3,19.1,0,22.8,7.8,5.6,7.3,12.9,129.9,0,0,21,32,7,125,4,0,125
03/10/2024 17:00,2.7,291.5,1016.6,69.6,31.3,142.2,0,19.6,5.9,3.4,6,9.4,129.9,0,0,18,25,6,125,6,0,125
03/10/2024 16:00,2.9,300.2,1016.3,68.7,32.1,386.9,0,19.6,3.9,2.9,4.9,7.8,129,0,0,18,16,4,124,7,0,124
03/10/2024 15:00,3,298.3,1016.6,64.5,33.2,581.2,0,17.5,4,2.2,4.5,6.6,128.6,0,0,16,17,4,124,8,0,124
03/10/2024 14:00,2.3,240.9,1017.2,61.6,33.8,706.2,0,12.6,3.7,1.8,3.7,5.5,127.7,0.3,0,12,15,3,124,9,0,124
03/10/2024 13:00,1.4,140.9,1018.2,58,34.7,799.9,0,11.6,3.9,1.8,3.2,5,127.5,0.7,0,11,16,3,123,8,0,123
03/10/2024 12:00,1.4,154.7,1019.7,66.2,33.4,801.6,0,11.3,5,2.1,3.5,5.5,126.4,0.8,0,10,20,3,123,8,0,123
